RecipeName,Diet,TotalTimeInMins,Cuisine,Ingredients,energy_kcal_x,carb_g_x,protein_g_x,fat_g_x,fibre_g_x,cholesterol_mg_x,calcium_mg_x,potassium_mg_x,energy_kcal_y,carb_g_y,protein_g_y,fat_g_y,fibre_g_y,cholesterol_mg_y,calcium_mg_y,potassium_mg_y
दलिया पकोरा रेसिपी - Dalia Pakora Recipe,vegetarian,25,Indian,"['1 cup broken wheat (dalia/ godumai rava),salt - to taste,1/2 teaspoon sunflower oil,1/3 cup gram flour (besan),1 onion - finely chopped,1/4 cup coriander (dhania) leaves - finely chopped,1 green chilli - finely chopped,salt - to taste,1/2 teaspoon turmeric powder (haldi),1/2 teaspoon cumin seeds (jeera),1/2 teaspoon ajwain (carom seeds),1 tablespoon sunflower oil,water - as required to make a thick pakora batter,1 teaspoon enos fruit salt,sunflower oil - as required to fry the pakoras']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer Tikka Kathi Roll Recipe,vegetarian,60,Bengali Recipes,"['2 cups whole wheat flour,salt - to taste,ghee - for cooking,1 tablespoon ghee - for cooking,200 grams paneer (homemade cottage cheese) - thinly sliced,1/4 cup hung curd (greek yogurt),1 tablespoon gram flour (besan),1 inch ginger - finely chopped,4 cloves garlic - finely chopped,1 tablespoon kasuri methi (dried fenugreek leaves),1/2 teaspoon turmeric powder (haldi),1 teaspoon chaat masala powder,1 teaspoon garam masala powder,1/4 cup mint leaves (pudina) - finely chopped,salt - to taste,1 coal - for giving a smoked flavour,1/4 cup mint leaves (pudina) - chopped,1 green bell pepper (capsicum) - thinly sliced,2 onion - thinly sliced,1/2 lemon - juice extracted,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan Fried Rice Balls Filled With Cheese Recipe,vegetarian,65,Continental,"['2 tablespoon extra virgin olive oil,2 tablespoon butter (unsalted),1 onion - finely chopped,2 cups jasmine rice,1 teaspoon salt,1 cup sweet corn,1/4 cup parsley leaves - finely chopped,1 cup parmesan cheese - grated,1 cup mozzarella cheese - cut into small cubes,1 cup all purpose flour (maida),3 whole eggs - beaten with a fork,1 cup whole wheat bread crumbs,sunflower oil - for deep frying']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spicy Seafood Stew Casserole With Tomatoes And Lime Recipe,non vegeterian,65,South Indian Recipes,"['250 grams fish fillet - basa,250 grams prawns,15 clamps,5 baby potatoes,2 carrots (gajjar),1 onion,1 tomato,2 fresh red chillies,5 cloves garlic,1 teaspoon cumin powder (jeera),2 teaspoon paprika powder,salt - to taste,1 tablespoon lemon juice,1 teaspoon black pepper powder,4 tablespoon coriander (dhania) leaves,1 tablespoon extra virgin olive oil,1 cup chicken stock,1/4 cup coconut milk']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spicy Chilli Garlic Noodles Recipe,vegetarian,40,Asian,"['500 grams hakka noodles,water - as required,1/2 teaspoon salt,1 tablespoon sunflower oil,sunflower oil - as required,1 onion - thinly sliced,1 green bell pepper (capsicum) - thinly sliced,15 cloves garlic - crushed,1 teaspoon soy sauce,1 tablespoon red chilli sauce,1/2 teaspoon white vinegar,1 tablespoon tomato ketchup,3 dry red chillies - crushed (chilli flakes),salt - as required,1/2 teaspoon black pepper powder']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chanar Dalna Recipe -Bengali Style Paneer & Potato Gravy,vegetarian,75,Bengali Recipes,"['200 grams paneer (homemade cottage cheese) - cut into cubes,2 potato (aloo) - peeled and cut into cubes,2 bay leaf (tej patta),2 dry red chilli,1 tablespoon panch phoran masala - roasted and powdered,1 tomato - big sized,1 teaspoon turmeric powder (haldi),1 teaspoon red chilli powder,1 teaspoon cumin seeds (jeera) - roasted and powdered,1 teaspoon ginger - grated,salt - to taste,1/2 teaspoon sugar,sunflower oil - as required']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheesy Garlic Broccoli Nuggets Recipe,eggetarian,35,Indian,"['1-1/2 cups broccoli - florets,1/2 cup mozzarella cheese,1 tablespoon nutralite cheesy garlic mayo,2 tablespoons corn flour,1/4 cup whole wheat bread crumbs,salt - to taste,nutralite garlic & oregano spread - for pan roasting']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengali Mooli Aloo Ki Sabzi  Recipe,vegetarian,35,Bengali Recipes,"['3 mooli/ mullangi (radish) - cut into small piece,2 potato (aloo) - cut into small piece,1 onion - chopped,1 green chilli - chopped,3 tablespoons kasundi mustard sauce,1 teaspoon red chilli powder,1/2 teaspoon turmeric powder (haldi),1/2 teaspoon mustard seeds,1/2 teaspoon cumin seeds (jeera),1/2 teaspoon kalonji (onion nigella seeds),1 tablespoon mustard oil - adjustable,1/2 teaspoon sugar,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
चकुंदर सांबर रेसिपी - Beetroot Sambar (Recipe In Hindi),high protein vegetarian,55,South Indian Recipes,"['1 चकुंदर - छीलकर काट ले,1 कप अरहर दाल,1-1/2 कप इमली का पानी,1 बड़ा चमच्च सांबर पाउडर,1 छोटा चमच्च राइ,हींग - चुटकी भर,5 कढ़ी पत्ता - काट ले,1 सुखी लाल मिर्च,1 छोटा चमच्च तिल का तेल,4 टहनी हरा धनिया - काट ले (गार्निश के लिए),नमक - स्वाद अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaddu Palak Roti Recipe (Pumpkin Spinach Flat Bread),high protein vegetarian,35,North Indian Recipes,"['1 cup whole wheat flour,1 cup spinach - chopped,1 cup kaddu (parangikai/ pumpkin) - grated (red one preferably),1 teaspoon red chilli powder,1/2 teaspoon turmeric powder (haldi),1/2 teaspoon coriander powder (dhania),1/2 teaspoon cumin seeds (jeera),1/4 teaspoon salt,water - as required for dough,sunflower oil - as required for rotis']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iranian Baida Curry Recipe,eggetarian,40,Middle Eastern,"['4 whole egg,1 onion - chopped,1 tablespoon jaggery,salt - to taste,sunflower oil,1 sprig coriander (dhania) leaves,1/4 cup fresh coconut - grated,2 tablespoon coriander (dhania) seeds,3 dry red chilli,1 tablespoon sesame seeds (til seeds),1 tablespoon poppy seeds,1 inch ginger - chopped,5 cloves garlic - chopped,8 badam (almond)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegan Chickpea Omelette Recipe (Spiced Chickpea Flour Pancakes),high protein vegetarian,50,North Indian Recipes,"['1 cup gram flour (besan),1/2 cup coconut milk,3/4 cup water,1 inch ginger - grated,2 cloves garlic - grated,1/2 teaspoon ajwain (carom seeds),1/4 teaspoon asafoetida (hing),1/4 teaspoon turmeric powder (haldi),1/4 teaspoon baking soda,2-3 green chillies - finely chopped,1 onion - finely chopped,1 tomato - finely chopped,coriander (dhania) leaves - a handful finely chopped,salt - to taste,sunflower oil - for cooking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulundu Kozhukattai Recipe - Uppu Kozhukattai/ Urad Dal Modak,vegetarian,40,Maharashtrian Recipes,"['1 cup rice flour,1 cup water,1 teaspoon sunflower oil,1/4 teaspoon salt,1 cups white urad dal (whole) - soaked for 4 hours,2 green chillies - chopped,1 inch ginger - chopped,1/4 teaspoon asafoetida (hing),salt - to taste,1 teaspoon sesame (gingelly) oil,1 teaspoon mustard seeds,1 sprig curry leaves - finely chopped']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore Style Chicken Layered Fried Rice Recipe,vegetarian,75,Asian,"['300 grams boneless chicken - cut into 1/2 inch cubed,2 spring onion greens - finely chopped,2 green chillies - chopped,1 teaspoon garlic - minced,1 tablespoons soy sauce,1 tablespoon lemon juice,1 teaspoon black pepper powder,1/2 teaspoon red chilli powder,1/2 teaspoon cumin powder (jeera),1 tablespoon red chilli sauce,1 tablespoon sweet and spicy red chilli sauce (tomato chilli sauce),salt - to taste,1 tablespoon red chilli sauce,3 teaspoons sunflower oil,2 cups rice - soaked for 10 minutes,1 tablespoons garlic - crushed,1 tablespoons ginger - crushed,2 green chillies - slit and roasted,1 green bell pepper (capsicum) - sliced,1 spring onion (bulb & greens) - chopped,1 onions - cubed,1 carrots (gajjar) - cubed,salt - to taste,1 teaspoon chinese 5 spice powder,1 teaspoon white pepper powder,3 teaspoons sunflower oil,250 grams egg noodles - boiled and tossed in a teaspoon oil,1/2 cup classic mayonnaise (with egg),2 tablespoons tomato ketchup,2 tablespoons red chilli sauce,1 tablespoon vinegar']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
टोफू पुलाव रेसिपी - Tofu Pulao (Recipe In Hindi),vegetarian,65,Indian,"['1 कप चावल,2 बड़े चमच्च घी,1 छोटा चमच्च जीरा,1 तेज पत्ता,1 दाल चीनी,3 लॉन्ग,2 हरी मिर्च - काट ले,1 बड़ा चमच्च अदरक लहसुन का पेस्ट,2 प्याज - काट ले,2 टमाटर - काट ले,1/2 शिमला मिर्च (हरी) - लाल या पिली,1/2 छोटा चमच्च लाल मिर्च पाउडर,1/2 छोटा चमच्च हल्दी पाउडर,1 छोटा चमच्च धनिया पाउडर,1/2 छोटा चमच्च गरम मसाला पाउडर,1 कप टोफू - काट ले,नमक - स्वाद अनुसार,हरा धनिया - गार्निश के लिए']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masala Sandwich Recipe With Rocket Leaves,vegetarian,30,Fusion,"['100 grams paneer (homemade cottage cheese),2 potatoes (aloo) - boiled and mashed,1 onion - julienned,1 inch ginger - grated,2 cloves garlic - grated,2 green bell pepper (capsicum) - julienned,3 tomatoes - finely chopped,pav bhaji masala - to taste,salt - to taste,2 tablespoons coriander (dhania) leaves - finely chopped,french bread - or rye bread to make sandwiches,rocket leaves - or salad leaves for the sandwich']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomato Relish Recipe,vegetarian,30,Continental,"['2 cups tomatoes - chopped,1/2 onion - finely chopped,1/2 cup red wine vinaigrette,1/2 dried oregano,2 cloves garlic - minced,1/2 black pepper powder,1/2 dijon mustard,3 tablespoon cane sugar,2 to 3 tablespoons extra virgin olive oil,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dubuk Vade Recipe - Khandeshi Gram Flour Dumpling Curry,vegetarian,45,Maharashtrian Recipes,"['2 onions - finely chopped,4 cloves garlic - chopped,1/4 cup fresh coconut - grated,1/2 cup coriander (dhania) leaves - chopped,1 teaspoon cumin seeds (jeera),1 tablespoon red chilli powder,1/2 teaspoon turmeric powder (haldi),3 tablespoon garam masala powder,salt - to taste,1/2 cup gram flour (besan),1 teaspoon red chilli powder,1/2 teaspoon turmeric powder (haldi),1 teaspoon salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish Soup Recipe,vegetarian,40,Indian,"['8 mooli/ mullangi (radish) - purple one,2 cups water,1/4 teaspoon garam masala powder,1/2 teaspoon salt,1/2 teaspoon black pepper powder,mooli/ mullangi (radish) - slices,coriander (dhania) leaves - as required for garnish (chopped)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Donut Cake Recipe With Chocolate Glaze,vegetarian,51,Continental,"['1-1/2 cups vivatta maida,3/4 cup mango pulp (puree),1-1/2 teaspoons baking powder,1/4 teaspoon baking soda,1/4 cup sunflower oil,1/4 cup sugar,1/4 teaspoon salt,1 teaspoon vanilla extract,150 grams dark chocolate - chopped,1/4 cup fresh cream,2 tablespoons cocoa powder,3 sugar - powdered']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matar Paneer Kachori Korma Recipe - Green Peas And Paneer Kachori Curry,vegetarian,80,North Indian Recipes,"['1 cup all purpose flour (maida),2 tablespoons sunflower oil,1/2 teaspoons ajwain (carom seeds),salt - to taste,sunflower oil - as required for frying,1 cup green peas (matar),1 cup paneer (homemade cottage cheese) - crumbled,1 teaspoon coriander powder (dhania),1 teaspoon red chilli powder,1 teaspoon amchur (dry mango powder),1/2 teaspoon turmeric powder (haldi),2 teaspoons sunflower oil,salt and pepper - to taste,1 cup onion - chopped,1 cup homemade tomato puree,1 teaspoon ginger garlic paste,12 whole cashews,1/2 cup curd (dahi / yogurt),2 cloves (laung),1 mace (javitri),2 cardamom (elaichi) pods/seeds,1 inch cinnamon stick (dalchini),1/2 teaspoon cumin seeds (jeera),1/2 teaspoon garam masala powder,1 teaspoon red chilli powder,1/2 teaspoon turmeric powder (haldi),1 teaspoon coriander powder (dhania),1/2 teaspoon kasuri methi (dried fenugreek leaves),1/2 teaspoon sugar,salt - to taste,coriander (dhania) leaves - as required,fresh cream - as required for garnishing,2 tablespoons sunflower oil']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zucchini Roll Up Lasagne Recipe,vegetarian,65,Continental,"['3 green zucchini - thinly sliced,salt - to taste,extra virgin olive oil - for cooking,1/2 cup mozzarella cheese - grated,1-1/2 green zucchini - finely chopped,1 red bell pepper (capsicum) - finely chopped,1 onion - finely  chopped,4 cloves garlic - finely diced,1 teaspoon dried thyme leaves,1 teaspoon rosemary,1 teaspoon red chilli flakes,salt - to taste,500 grams tomatoes,1 onion - finely chopped,8 cloves garlic - finely chopped,2 teaspoons black pepper corns - crushed,2 teaspoon red chilli flakes,1 teaspoon sugar,1/4 cup basil leaves - chopped,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thengai Sadam Recipe (A Quick and Healthy Coconut Rice),vegetarian,60,South Indian Recipes,"['1 cup fresh coconut - grated,2-1/2 cups cooked rice,1 teaspoon mustard seeds,2 teaspoons white urad dal (split),2 teaspoons chana dal (bengal gram dal),1 raw peanuts (moongphali) - fistful,1 sprig curry leaves,3 or 4 green chillies - finely chopped,1 teaspoon ginger - grated,1 + 1 tablespoon coconut oil,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karwar Style Ambade Udid Methi Recipe - Hog Plum Curry,vegetarian,50,Coastal Karnataka,"['5 hog plum (amtekai) - (ambade),3/4 cup fresh coconut - grated,1/4 teaspoon turmeric powder (haldi),1 tablespoon coriander (dhania) seeds,1 teaspoon black urad dal (split),1 teaspoon rice - (raw rice),1/4 teaspoon methi seeds (fenugreek seeds),6 whole black peppercorns,4 dry red chilli,2 tablespoons jaggery,1 pinch asafoetida (hing),1 karela (bitter gourd/ pavakkai) - (small),salt - to taste,2 teaspoons sunflower oil,2 teaspoons sunflower oil,1/2 teaspoon mustard seeds,1 pinch asafoetida (hing)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roasted Cauliflower Recipe,vegetarian,40,South Indian Recipes,"['2 cups cauliflower (gobi),4 garlic - sliced,2 teaspoon cumin seeds (jeera) - roasted and crushed,1 teaspoon coriander powder (dhania),2 teaspoon black pepper powder - or red chilli powder,3 tablespoon extra virgin olive oil,1/4 cup anardana powder (pomegranate seed powder),2 tablespoons pomegranate molasses - orhoney (optional but recommended),fresh herbs - handful of herbs of choice like basil,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pain Viennois | Vienna Bread Recipe,eggetarian,135,European,"['325 ml lukewarm water,14 grams active dry yeast,2 tablespoons sugar,30 grams milk powder,500 grams vivatta maida - or half of bread flour,1 tablespoon salt - or to taste,3 tablespoons butter (unsalted),egg white - for brushing (or milk)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crunchy Ginger Capsicum Rice Recipe,vegetarian,40,Indian,"['2 cups basmati rice - cooked,1 yellow bell pepper (capsicum),1 red bell pepper (capsicum),1 green bell pepper (capsicum),2 green chillies - finely chopped,2 inch ginger - grated,2 teaspoon butter,2 teaspoon sesame seeds (til seeds) - mixed black and white,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengali Chirer Payesh / Poha Pudding Recipe With Nolen Gur,vegetarian,45,Bengali Recipes,"['1/2 cup poha (flattened rice),2 tablespoons rice flour,2 1/2 liter milk,1 cup nolen gur - or brown sugar,2 cardamom (elaichi) pods/seeds,8-10 mixed nuts - almonds/cashews,1 tablespoon raisins,1 pinch saffron strands - and a little more for garnish,pinch salt']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Makhan Recipe (Homemade Butter),vegetarian,10,North Indian Recipes,"['2 cups fresh cream,1 cup water']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanghai Style Chap Nian Gao Recipes (Stir Fried Rice Cakes Recipes),vegetarian,100,Chinese,"['1 cup rice flour,salt - to taste,sunflower oil - for cooking,1 bok choy - sliced,1 carrot (gajjar) - thinly sliced,1/2 cup cabbage (patta gobi/ muttaikose),1/2 cup button mushrooms - quartered,2 tablespoons corn flour,1 tablespoon dark soy sauce,1 tablespoon bean paste,1 teaspoon red chilli sauce,1 teaspoon sugar,sunflower oil - for cooking,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Pumpkin Mor Kuzhambu Recipe - Kerala Style White Pumpkin Curry,vegetarian,35,Kerala Recipes,"['1-1/2 cups curd (dahi / yogurt) - thick,1/2 cup fresh coconut,1 cup vellai poosanikai (ash gourd/white pumpkin) - cubed,4 green chillies,1/4 teaspoon black pepper powder,1/3 cup water,1/4 teaspoon turmeric powder (haldi),salt - as per your taste,1 teaspoon coconut oil,1/4 teaspoon mustard seeds,1/4 teaspoon methi seeds (fenugreek seeds),1 sprig curry leaves,1 dry red chilli']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
पनीर और हरे मटर का पराठा रेसिपी - Paneer and Green Peas Paratha Recipe,high protein vegetarian,65,North Indian Recipes,"['1/2 कप हरे मटर - पेस्ट बना ले,1 कप पनीर - क्रम्ब्ल कर ले,1 इंच अदरक - काट ले,1 हरी मिर्च - काट ले,1 छोटा चम्मच हल्दी पाउडर,2 छोटे चम्मच लाल मिर्च पाउडर,1 छोटा चम्मच अमचूर पाउडर,1 छोटा चम्मच धनिया पाउडर,नमक - स्वाद अनुसार,1 कप गेहूं का आटा,नमक - स्वाद अनुसार,तेल - प्रयोग अनुसार,पानी - गुनगुना']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
